Price,Address,Listing URL,Short Address,Zip,City,County,State,Beds,Baths,Footage,Raw Property Details,Price Per Sq. Ft.,Date Scraped,Latitude,Longitude,Broker Name,Status,Type,Lot Area,Lot Area Units,Raw Rent Details,Lowest Rent,Highest Rent,Rent Zestimate,Zestimate,Tax Assessed Value (Most Recent),Date Price Last Changed,Price Change,Currency,Last Date Sold,Last Date Sold Price,Most Recent Date Listed for Sale,Most Recent Price Listed for Sale,Days on the Market (For Sale),Days on Zillow,MLS Id,Premium Status,Broker Phone (Premium Data),Listed By (Premium Data),Lister Phone (Premium Data),Agent Name (Premium Data),Agent Phone (Premium Data),Agent Email (Premium Data),Co-Agent Name (Premium Data),Co-Agent Phone (Premium Data),Buyer Agent Fee (Premium Data),Buyer Agent Name (Premium Data),Association Name (Premium Data),Association Fee (Premium Data),Monthly HOA Fees (Premium Data),Year Built (Premium Data),Stories (Premium Data),Heating (Premium Data),Cooling (Premium Data),Fireplace (Premium Data),Flooring (Premium Data),Foundation (Premium Data),Garage Capacity (Premium Data),Sewer (Premium Data),Subdivision (Premium Data),Property Condition (Premium Data),Roof Type (Premium Data),Virtual Tour (Premium Data),MLS Source (Premium Data),Parcel Id (Premium Data),Favorite Count (Premium Data),Page Views (Premium Data),Tax Paid (Most Recent) (Premium Data),Has Private Pool (Premium Data),Pool Features (Premium Data),Elementary School Rating (Premium Data),Middle School Rating (Premium Data),High School Rating (Premium Data),Transit Score (Premium Data),Walk Score (Premium Data),Bike Score (Premium Data),Description (Premium Data)
"$5,500","258 Dorland St APT 7, San Francisco, CA 94114","https://www.zillow.com/homedetails/258-Dorland-St-APT-7-San-Francisco-CA-94114/461104017_zpid/","258 Dorland St APT 7","94114","San Francisco","","CA","2","2","1500","2 bds | 2 ba | 1500 sqft","$3.67","Thu, 2026-05-07","37.76237","-122.42981","","FOR_RENT","APARTMENT","","","","","","$2,399","","","Tue, 2026-03-24","-100","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,495","135 Albion, 135-139 Albion St #137, San Francisco, CA 94110","https://www.zillow.com/apartments/san-francisco-ca/135-albion/9pkfZH/","135-139 Albion St #137","94110","San Francisco","","CA","3","1","","3 bds | 1 ba ","","Thu, 2026-05-07","37.76426","-122.422485","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$15,000","4142 21st St, San Francisco, CA 94114","https://www.zillow.com/homedetails/4142-21st-St-San-Francisco-CA-94114/15130377_zpid/","4142 21st St","94114","San Francisco","","CA","3","4","2766","3 bds | 4 ba | 2766 sqft","$5.42","Thu, 2026-05-07","37.756134","-122.43751","","FOR_RENT","SINGLE_FAMILY","","","","","","$7,743","$3,711,100","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$8,800","1912 Green Street, 1912 Green St APT 1, San Francisco, CA 94123","https://www.zillow.com/apartments/san-francisco-ca/1912-green-street/5YXTCH/","1912 Green St APT 1","94123","San Francisco","","CA","3","2","","3 bds | 2 ba ","","Thu, 2026-05-07","37.796925","-122.43111","","FOR_RENT","APARTMENT","","","","","","$7,018","","","","","$","","","","","","1","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,757","1699 Market St, San Francisco, CA 94103","https://zillow.com/apartments/san-francisco-ca/ansel/CgM2GL/","1699 Market St   # 712","94103","San Francisco","","CA","0","","","Studio ","","Thu, 2026-05-07","37.772236","-122.421875","","FOR_RENT","","","","$5,757+ 2 bds","$5,757","$5,757","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,800","(undisclosed Address), San Francisco, CA 94118","https://www.zillow.com/homedetails/San-Francisco-CA-94118/2110999118_zpid/","(undisclosed Address)","94118","San Francisco","","CA","3","2","1317","3 bds | 2 ba | 1317 sqft","$4.4","Thu, 2026-05-07","","","","FOR_RENT","APARTMENT","","","","","","$5,651","","","","","$","","","","","","1","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$7,000","3645-B 25th St, San Francisco, CA 94110","https://www.zillow.com/homedetails/3645-B-25th-St-San-Francisco-CA-94110/2096672042_zpid/","3645-B 25th St","94110","San Francisco","","CA","3","2","1100","3 bds | 2 ba | 1100 sqft","$6.36","Thu, 2026-05-07","37.750267","-122.42218","","FOR_RENT","APARTMENT","","","","","","$3,322","","","Wed, 2026-05-06","3,500","$","","","","","","1","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,400","2 bed, 1.5 bath, 1400 sqft, $6,400, 53 Stanyan St, San Francisco, CA 94118","https://www.zillow.com/apartments/san-francisco-ca/2-bed-1.5-bath-1400-sqft-$6-400/CrVZqN/","53 Stanyan St #0","94118","San Francisco","","CA","2","2","1400","2 bds | 2 ba | 1400 sqft","$4.57","Thu, 2026-05-07","37.78052","-122.456436","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","1","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,495","2004 Pierce St Unit 2, San Francisco, CA 94115","https://www.zillow.com/homedetails/2004-Pierce-St-UNIT-2-San-Francisco-CA-94115/450603842_zpid/","2004 Pierce St Unit 2","94115","San Francisco","","CA","2","1","","2 bds | 1 ba ","","Thu, 2026-05-07","37.788685","-122.43696","","FOR_RENT","APARTMENT","","","","","","$4,197","","","","","$","","","","","","1","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,995","742 Chenery St, San Francisco, CA 94131","https://www.zillow.com/homedetails/742-Chenery-St-San-Francisco-CA-94131/15185335_zpid/","742 Chenery St","94131","San Francisco","","CA","3","1","1700","3 bds | 1 ba | 1700 sqft","$3.53","Thu, 2026-05-07","37.734913","-122.43494","","FOR_RENT","SINGLE_FAMILY","","","","","","$4,189","$1,272,400","","","","$","","","","","","1","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,998","2755 Sutter St, San Francisco, CA 94115","https://www.zillow.com/homedetails/2755-Sutter-St-San-Francisco-CA-94115/15083646_zpid/","2755 Sutter St","94115","San Francisco","","CA","2","1","1250","2 bds | 1 ba | 1250 sqft","$5.6","Thu, 2026-05-07","37.784275","-122.445724","","FOR_RENT","SINGLE_FAMILY","","","","","","$5,942","$1,640,900","","","","$","","","","","","1","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,750","1881 Page St, San Francisco, CA 94117","https://www.zillow.com/homedetails/1881-Page-St-San-Francisco-CA-94117/2113793901_zpid/","1881 Page St","94117","San Francisco","","CA","4","1","","4 bds | 1 ba ","","Thu, 2026-05-07","37.77019","-122.45172","","FOR_RENT","APARTMENT","","","","","","$4,927","","","","","$","","","","","","1","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$7,495","635 Fulton St, San Francisco, CA 94102","https://zillow.com/b/635-fulton-street-san-francisco-ca-9NJrxj/","635 Fulton St # 7","94102","San Francisco","","CA","0","","","Studio ","","Thu, 2026-05-07","37.777985","-122.42728","","FOR_RENT","","","","$7,495+ 2 bds, $7,995+ 3 bds","$7,495","$7,995","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,500","87 7th Ave #3, San Francisco, CA 94118","https://www.zillow.com/homedetails/87-7th-Ave-3-San-Francisco-CA-94118/2079402575_zpid/","87 7th Ave #3","94118","San Francisco","","CA","2","2","","2 bds | 2 ba ","","Thu, 2026-05-07","37.78683","-122.46595","","FOR_RENT","APARTMENT","","","","","","$4,744","","","","","$","","","","","","1","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$16,500","22 Laurel St, San Francisco, CA 94118","https://www.zillow.com/homedetails/22-Laurel-St-San-Francisco-CA-94118/15081018_zpid/","22 Laurel St","94118","San Francisco","","CA","3","2","2558","3 bds | 2 ba | 2558 sqft","$6.45","Thu, 2026-05-07","37.790894","-122.450745","","FOR_RENT","SINGLE_FAMILY","","","","","","$5,776","$3,348,400","","","","$","","","","","","2","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$10,000","1110 18th St, San Francisco, CA 94107","https://www.zillow.com/homedetails/1110-18th-St-San-Francisco-CA-94107/2088134823_zpid/","1110 18th St","94107","San Francisco","","CA","2","2","1400","2 bds | 2 ba | 1400 sqft","$7.14","Thu, 2026-05-07","37.762924","-122.39391","","FOR_RENT","TOWNHOUSE","","","","","","$3,996","","","","","$","","","","","","2","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$9,000","888 Elizabeth St #2, San Francisco, CA 94114","https://www.zillow.com/homedetails/888-Elizabeth-St-2-San-Francisco-CA-94114/450277767_zpid/","888 Elizabeth St #2","94114","San Francisco","","CA","2","1","1150","2 bds | 1 ba | 1150 sqft","$7.83","Thu, 2026-05-07","37.751835","-122.44046","","FOR_RENT","APARTMENT","","","","","","$4,015","","","","","$","","","","","","2","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,800","47 Grand View Ter #1, San Francisco, CA 94114","https://www.zillow.com/homedetails/47-Grand-View-Ter-1-San-Francisco-CA-94114/462166142_zpid/","47 Grand View Ter #1","94114","San Francisco","","CA","3","2","1000","3 bds | 2 ba | 1000 sqft","$6.8","Thu, 2026-05-07","37.75779","-122.44118","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","2","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,850","1120 Judah St #2, San Francisco, CA 94122","https://www.zillow.com/homedetails/1120-Judah-St-2-San-Francisco-CA-94122/2077076225_zpid/","1120 Judah St #2","94122","San Francisco","","CA","3","2","1500","3 bds | 2 ba | 1500 sqft","$3.9","Thu, 2026-05-07","37.76207","-122.474205","","FOR_RENT","APARTMENT","","","","","","$5,548","","","","","$","","","","","","2","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,600","980 Oak St #3, San Francisco, CA 94117","https://www.zillow.com/homedetails/980-Oak-St-3-San-Francisco-CA-94117/15078592_zpid/","980 Oak St #3","94117","San Francisco","","CA","2","1","1230","2 bds | 1 ba | 1230 sqft","$4.55","Thu, 2026-05-07","37.77363","-122.43539","","FOR_RENT","APARTMENT","","","","","","$5,579","$1,213,800","","","","$","","","","","","2","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$7,200","2200 Sacramento St APT 103, San Francisco, CA 94115","https://www.zillow.com/homedetails/2200-Sacramento-St-APT-103-San-Francisco-CA-94115/15074373_zpid/","2200 Sacramento St APT 103","94115","San Francisco","","CA","2","2","1130","2 bds | 2 ba | 1130 sqft","$6.37","Thu, 2026-05-07","37.79068","-122.4295","","FOR_RENT","APARTMENT","","","","","","$6,586","$1,282,100","","","","$","","","","","","2","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,995","3150 26th St, San Francisco, CA 94110","https://www.zillow.com/homedetails/3150-26th-St-San-Francisco-CA-94110/2096836320_zpid/","3150 26th St","94110","San Francisco","","CA","4","1","1400","4 bds | 1 ba | 1400 sqft","$4.28","Thu, 2026-05-07","37.749535","-122.41312","","FOR_RENT","APARTMENT","","","","","","$5,035","","","","","$","","","","","","2","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,066","1475 Fillmore St, San Francisco, CA 94115","https://zillow.com/apartments/san-francisco-ca/the-fillmore-center/5XjVzy/","1475 Fillmore St   # S30414","94115","San Francisco","","CA","0","","","Studio ","","Thu, 2026-05-07","37.782692","-122.43322","","FOR_RENT","","","","$6,066+ 2 bds, $6,099+ 3 bds","$6,066","$6,099","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$7,430","25 Merced Ave, San Francisco, CA 94127","https://www.zillow.com/homedetails/25-Merced-Ave-San-Francisco-CA-94127/15133119_zpid/","25 Merced Ave","94127","San Francisco","","CA","4","2","1695","4 bds | 2 ba | 1695 sqft","$4.38","Thu, 2026-05-07","37.74608","-122.459045","","FOR_RENT","SINGLE_FAMILY","","","","","","$7,020","$1,684,700","","","","$","","","","","","2","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,150","1323 6th Ave, San Francisco, CA 94122","https://www.zillow.com/homedetails/1323-6th-Ave-San-Francisco-CA-94122/462155856_zpid/","1323 6th Ave","94122","San Francisco","","CA","2","1","1500","2 bds | 1 ba | 1500 sqft","$4.1","Thu, 2026-05-07","37.76368","-122.463394","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","2","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$12,500","124 Chenery St, San Francisco, CA 94131","https://www.zillow.com/homedetails/124-Chenery-St-San-Francisco-CA-94131/2137828710_zpid/","124 Chenery St","94131","San Francisco","","CA","5","4","2400","5 bds | 4 ba | 2400 sqft","$5.21","Thu, 2026-05-07","37.739395","-122.42593","","FOR_RENT","APARTMENT","","","","","","$7,876","","","","","$","","","","","","2","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,695","2035 Castro St, San Francisco, CA 94131","https://zillow.com/b/2035-castro-st-san-francisco-ca-9NLq8s/","2035 Castro St Apt 31","94131","San Francisco","","CA","0","","","Studio ","","Thu, 2026-05-07","37.745155","-122.432976","","FOR_RENT","","","","$6,695+ 3 bds","$6,695","$6,695","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$7,000","2075 Sutter St APT 525, San Francisco, CA 94115","https://www.zillow.com/homedetails/2075-Sutter-St-APT-525-San-Francisco-CA-94115/15076129_zpid/","2075 Sutter St APT 525","94115","San Francisco","","CA","2","2","1084","2 bds | 2 ba | 1084 sqft","$6.46","Thu, 2026-05-07","37.78571","-122.43454","","FOR_RENT","CONDO","","","","","","$5,577","$1,332,000","","","","$","","","","","","3","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,500","300 Carl St #302, San Francisco, CA 94117","https://www.zillow.com/homedetails/300-Carl-St-302-San-Francisco-CA-94117/457844765_zpid/","300 Carl St #302","94117","San Francisco","","CA","2","1","","2 bds | 1 ba ","","Thu, 2026-05-07","37.765335","-122.45472","","FOR_RENT","APARTMENT","","","","","","$5,057","","","","","$","","","","","","3","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$10,900","2317 Cecilia Ave, San Francisco, CA 94116","https://www.zillow.com/homedetails/2317-Cecilia-Ave-San-Francisco-CA-94116/15120210_zpid/","2317 Cecilia Ave","94116","San Francisco","","CA","4","4","2150","4 bds | 4 ba | 2150 sqft","$5.07","Thu, 2026-05-07","37.744705","-122.472435","","FOR_RENT","SINGLE_FAMILY","","","","","","$6,576","$2,197,200","","","","$","","","","","","4","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,995","257 Church St, San Francisco, CA 94114","https://www.zillow.com/homedetails/257-Church-St-San-Francisco-CA-94114/2129393261_zpid/","257 Church St","94114","San Francisco","","CA","2","1","1100","2 bds | 1 ba | 1100 sqft","$5.45","Thu, 2026-05-07","37.766716","-122.428665","","FOR_RENT","APARTMENT","","","","","","$5,211","","","","","$","","","","","","4","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,995","2385 Folsom, 2385 Folsom St #303, San Francisco, CA 94110","https://www.zillow.com/apartments/san-francisco-ca/2385-folsom/63fPJV/","2385 Folsom St #303","94110","San Francisco","","CA","3","1","800","3 bds | 1 ba | 800 sqft","$7.49","Thu, 2026-05-07","37.7592","-122.41441","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","4","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,538","1 Brady St, San Francisco, CA 94103","https://zillow.com/apartments/san-francisco-ca/the-brady/ChVMgg/","1 Brady St   # B-312","94103","San Francisco","","CA","0","","","Studio ","","Thu, 2026-05-07","37.773457","-122.42031","","FOR_RENT","","","","$5,538+ 2 bds","$5,538","$5,538","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,800","3193 California St, San Francisco, CA 94115","https://www.zillow.com/homedetails/3193-California-St-San-Francisco-CA-94115/15082731_zpid/","3193 California St","94115","San Francisco","","CA","2","1","1048","2 bds | 1 ba | 1048 sqft","$5.53","Thu, 2026-05-07","37.787045","-122.44645","","FOR_RENT","APARTMENT","","","","","","$5,099","$1,073,900","","","","$","","","","","","5","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,390","140 Palm Ave APT 4, San Francisco, CA 94118","https://www.zillow.com/homedetails/140-Palm-Ave-APT-4-San-Francisco-CA-94118/2074690475_zpid/","140 Palm Ave APT 4","94118","San Francisco","","CA","2","2","1550","2 bds | 2 ba | 1550 sqft","$4.12","Thu, 2026-05-07","37.78278","-122.45749","","FOR_RENT","APARTMENT","","","","","","$5,193","","","Mon, 2026-05-04","400","$","","","","","","5","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,795","3605 22nd St, San Francisco, CA 94114","https://www.zillow.com/homedetails/3605-22nd-St-San-Francisco-CA-94114/2081620633_zpid/","3605 22nd St","94114","San Francisco","","CA","2","1","1200","2 bds | 1 ba | 1200 sqft","$5.66","Thu, 2026-05-07","37.754715","-122.42791","","FOR_RENT","APARTMENT","","","","","","$5,027","","","","","$","","","","","","5","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
